N	P	K	pH	temperature	humidity	rainfall	soil_type	season	region	label
42	49	24	7.35	22.01	55.29	187	Loamy	Kharif	Nashik	Wheat
12	29	20	7.3	19.63	55.73	187	Loamy	Kharif	Nashik	Wheat
18	27	20	7.24	20.23	45.72	187	Loamy	Kharif	Nashik	Wheat
49	24	32	5.81	15.4	46.35	187	Alluvial	Kharif	Konkan	Rice
32	31	35	6.21	15.45	56.9	187	Alluvial	Kharif	Konkan	Rice
20	18	43	6.12	19.96	65.14	187	Alluvial	Kharif	Konkan	Rice
20	36	18	6.28	16.43	67.18	187	Alluvial	Kharif	Konkan	Rice
28	43	44	5.74	16.03	42.87	187	Alluvial	Kharif	Konkan	Rice
26	10	17	7.16	16.68	44.63	187	Loamy	Kharif	Nashik	Wheat
14	48	12	7.04	17.3	53.22	187	Loamy	Kharif	Nashik	Wheat
38	47	40	5.61	24.22	44.86	187	Alluvial	Kharif	Konkan	Rice
28	12	41	6.89	16.97	52.06	187	Loamy	Kharif	Nashik	Wheat
45	23	49	5.66	20.78	51.8	187	Alluvial	Kharif	Konkan	Rice
16	26	13	7.03	18.85	44.25	187	Loamy	Kharif	Nashik	Wheat
19	41	39	6.27	22.66	65.87	187	Alluvial	Kharif	Konkan	Rice
43	40	33	5.68	23.11	47.47	187	Alluvial	Kharif	Konkan	Rice
23	22	10	6.22	23.74	67.35	187	Alluvial	Kharif	Konkan	Rice
32	22	43	6.71	23.9	43.21	187	Loamy	Kharif	Nashik	Wheat
41	39	45	5.9	17.1	67	187	Alluvial	Kharif	Konkan	Rice
23	48	24	7.13	19.44	65.17	187	Loamy	Kharif	Nashik	Wheat
25	21	41	5.82	16.46	53.34	187	Alluvial	Kharif	Konkan	Rice
42	46	32	6.87	21.33	41.24	187	Loamy	Kharif	Nashik	Wheat
16	28	32	6.03	22.76	50.07	187	Alluvial	Kharif	Konkan	Rice
12	32	30	6.69	18.56	67.34	187	Loamy	Kharif	Nashik	Wheat
48	26	36	6.25	16.47	62.18	187	Alluvial	Kharif	Konkan	Rice
41	20	16	7.17	18.25	50.07	187	Loamy	Kharif	Nashik	Wheat
34	26	22	6.48	20.36	47.07	187	Alluvial	Kharif	Konkan	Rice
16	23	33	6.87	24.83	57.87	187	Loamy	Kharif	Nashik	Wheat
15	48	48	6.87	17.54	40.42	187	Loamy	Kharif	Nashik	Wheat
30	17	23	6.53	16.06	54.33	187	Loamy	Kharif	Nashik	Wheat
28	39	12	7.21	17.15	67.9	187	Loamy	Kharif	Nashik	Wheat
32	16	38	5.53	23.13	63.79	187	Alluvial	Kharif	Konkan	Rice
35	25	22	6.41	15.89	48.59	187	Alluvial	Kharif	Konkan	Rice
25	15	30	6.93	16.97	45.72	187	Loamy	Kharif	Nashik	Wheat
31	47	31	7.33	21.31	41	187	Loamy	Kharif	Nashik	Wheat
43	18	49	6.85	23.53	51.11	187	Loamy	Kharif	Nashik	Wheat
16	45	26	6.34	16.32	42.05	187	Alluvial	Kharif	Konkan	Rice
33	19	20	5.71	16.57	60.59	187	Alluvial	Kharif	Konkan	Rice
15	32	28	7.26	16.46	54.64	187	Loamy	Kharif	Nashik	Wheat
18	12	21	7.26	23.76	62.78	187	Loamy	Kharif	Nashik	Wheat
43	37	17	5.71	18.55	46.26	187	Alluvial	Kharif	Konkan	Rice
30	30	30	6.7	19.32	56.25	187	Loamy	Kharif	Nashik	Wheat
19	23	35	5.59	20.01	64.56	187	Alluvial	Kharif	Konkan	Rice
49	37	41	7.28	21.67	42.43	187	Loamy	Kharif	Nashik	Wheat
26	19	40	6.75	16.2	41.85	187	Loamy	Kharif	Nashik	Wheat
41	29	47	6.05	24.33	40.03	187	Alluvial	Kharif	Konkan	Rice
47	13	34	6.83	19.25	47.5	187	Loamy	Kharif	Nashik	Wheat
25	29	30	6.18	19.42	40.9	187	Alluvial	Kharif	Konkan	Rice
35	31	26	7.09	16.57	40.31	187	Loamy	Kharif	Nashik	Wheat
30	30	13	6.43	23.39	69.09	187	Alluvial	Kharif	Konkan	Rice
38	29	19	7.18	15.99	45.59	187	Loamy	Kharif	Nashik	Wheat
46	44	38	6.21	24.58	50.63	187	Alluvial	Kharif	Konkan	Rice
47	30	36	6.81	16.9	68.61	187	Loamy	Kharif	Nashik	Wheat
27	20	32	6.34	24.45	66.45	187	Alluvial	Kharif	Konkan	Rice
43	15	29	6.61	17.56	62.87	187	Loamy	Kharif	Nashik	Wheat
31	15	23	6.27	24.85	68.42	187	Alluvial	Kharif	Konkan	Rice
42	38	13	7.45	24.26	64.86	187	Loamy	Kharif	Nashik	Wheat
49	24	11	6.65	15.68	63.09	187	Loamy	Kharif	Nashik	Wheat
41	27	16	5.6	15.88	50.25	187	Alluvial	Kharif	Konkan	Rice
17	12	20	7.42	16.23	61.51	187	Loamy	Kharif	Nashik	Wheat
33	40	32	6.61	23.09	69.63	187	Loamy	Kharif	Nashik	Wheat
20	39	34	7.34	15.11	63.92	187	Loamy	Kharif	Nashik	Wheat
18	34	33	7.34	18.38	61.37	187	Loamy	Kharif	Nashik	Wheat
28	47	38	6.38	21.54	42.63	187	Alluvial	Kharif	Konkan	Rice
26	48	34	5.81	24.98	64.13	187	Alluvial	Kharif	Konkan	Rice
43	23	24	6.32	18.48	41.03	187	Alluvial	Kharif	Konkan	Rice
24	36	46	5.75	18.09	50.51	187	Alluvial	Kharif	Konkan	Rice
29	24	26	5.52	16.09	61.09	187	Alluvial	Kharif	Konkan	Rice
41	29	47	6.99	23.33	68.42	187	Loamy	Kharif	Nashik	Wheat
32	11	28	7.19	20.76	47.56	187	Loamy	Kharif	Nashik	Wheat
35	23	45	6.63	18.64	64.34	187	Loamy	Kharif	Nashik	Wheat
30	44	40	6.64	20.55	66.85	187	Loamy	Kharif	Nashik	Wheat
38	17	26	6.98	19.58	49.32	187	Loamy	Kharif	Nashik	Wheat
23	38	14	6.98	24.48	48.71	187	Loamy	Kharif	Nashik	Wheat
16	12	36	6.32	17.59	61.31	187	Alluvial	Kharif	Konkan	Rice
15	49	39	6.46	22.64	64.57	187	Alluvial	Kharif	Konkan	Rice
27	13	16	7	19.74	40.12	187	Loamy	Kharif	Nashik	Wheat
49	17	49	6.44	21.86	63.31	187	Alluvial	Kharif	Konkan	Rice
44	23	48	7.33	16.14	65.95	187	Loamy	Kharif	Nashik	Wheat
13	49	23	7.11	18.4	61.48	187	Loamy	Kharif	Nashik	Wheat
32	35	39	5.64	19.33	65.89	187	Alluvial	Kharif	Konkan	Rice
41	19	42	6.69	17.48	60.85	187	Loamy	Kharif	Nashik	Wheat
45	47	24	5.74	21.72	46.63	187	Alluvial	Kharif	Konkan	Rice
26	34	35	5.82	19.78	60.88	187	Alluvial	Kharif	Konkan	Rice
41	19	17	6.84	18.06	53.72	187	Loamy	Kharif	Nashik	Wheat
12	18	24	5.91	16.59	54.58	187	Alluvial	Kharif	Konkan	Rice
43	31	27	7.05	15.65	54.62	187	Loamy	Kharif	Nashik	Wheat
29	12	28	5.82	20.03	40.45	187	Alluvial	Kharif	Konkan	Rice
41	16	24	7	17.89	40.87	187	Loamy	Kharif	Nashik	Wheat
38	15	30	6.16	20.8	65.22	187	Alluvial	Kharif	Konkan	Rice
46	10	33	6.47	22.75	51	187	Alluvial	Kharif	Konkan	Rice
32	39	24	6.92	20.8	57.74	187	Loamy	Kharif	Nashik	Wheat
19	44	14	6.17	18.02	40.79	187	Alluvial	Kharif	Konkan	Rice
47	18	21	5.91	19.05	44.84	187	Alluvial	Kharif	Konkan	Rice
35	33	24	6.85	24.64	49.14	187	Loamy	Kharif	Nashik	Wheat
22	46	42	6.76	21.05	63.86	187	Loamy	Kharif	Nashik	Wheat
14	18	49	6.16	15.85	45.64	187	Alluvial	Kharif	Konkan	Rice
42	26	32	7.18	15.31	41.42	187	Loamy	Kharif	Nashik	Wheat
44	20	21	6.38	22.59	51.02	187	Alluvial	Kharif	Konkan	Rice
11	19	45	5.67	23.87	46.67	187	Alluvial	Kharif	Konkan	Rice
23	10	10	6.52	20.34	43.13	187	Loamy	Kharif	Nashik	Wheat
18	30	18	5.63	23.94	53.33	187	Alluvial	Kharif	Konkan	Rice
23	37	20	5.92	20.63	55.78	187	Alluvial	Kharif	Konkan	Rice
30	27	21	6.72	17.19	54.49	187	Loamy	Kharif	Nashik	Wheat
42	22	42	6.42	18.83	60.29	187	Alluvial	Kharif	Konkan	Rice
11	32	40	6	17.35	55.98	187	Alluvial	Kharif	Konkan	Rice
23	24	13	7.01	21.48	58.67	187	Loamy	Kharif	Nashik	Wheat
43	45	17	7.2	19.42	57.27	187	Loamy	Kharif	Nashik	Wheat
10	34	49	7.39	20.7	63.09	187	Loamy	Kharif	Nashik	Wheat
41	23	37	6.09	16.88	51.59	187	Alluvial	Kharif	Konkan	Rice
29	45	39	6.7	23.4	40.58	187	Loamy	Kharif	Nashik	Wheat
17	12	13	6	17.44	48.34	187	Alluvial	Kharif	Konkan	Rice
31	45	13	7.38	15.66	69.93	187	Loamy	Kharif	Nashik	Wheat
21	13	10	5.61	23	60.14	187	Alluvial	Kharif	Konkan	Rice
18	44	39	6.42	16.45	61.6	187	Alluvial	Kharif	Konkan	Rice
43	35	21	6.65	16.8	61.68	187	Loamy	Kharif	Nashik	Wheat
47	20	48	7.1	20.02	45.91	187	Loamy	Kharif	Nashik	Wheat
47	41	19	5.61	21.05	63.38	187	Alluvial	Kharif	Konkan	Rice
27	43	35	5.87	23.12	55.95	187	Alluvial	Kharif	Konkan	Rice
32	38	49	6.65	20.74	51.16	187	Loamy	Kharif	Nashik	Wheat
29	48	34	6	18	40.39	187	Alluvial	Kharif	Konkan	Rice
29	20	42	6.9	16.93	50.98	187	Loamy	Kharif	Nashik	Wheat
34	42	40	5.53	21.58	56.13	187	Alluvial	Kharif	Konkan	Rice
49	30	40	6.42	20.19	50.71	187	Alluvial	Kharif	Konkan	Rice
46	36	24	7.17	24.3	58.81	187	Loamy	Kharif	Nashik	Wheat
46	42	43	7.44	18.37	66.25	187	Loamy	Kharif	Nashik	Wheat
20	41	29	5.52	15.04	52.91	187	Alluvial	Kharif	Konkan	Rice
31	35	31	6.35	24.2	63.69	187	Alluvial	Kharif	Konkan	Rice
22	19	13	7.08	19.62	53.09	187	Loamy	Kharif	Nashik	Wheat
12	32	20	6.2	15.11	64.1	187	Alluvial	Kharif	Konkan	Rice
26	46	39	6.56	17.77	57.69	187	Loamy	Kharif	Nashik	Wheat
14	33	38	7.47	17.95	49.94	187	Loamy	Kharif	Nashik	Wheat
11	11	46	5.89	16.55	67.9	187	Alluvial	Kharif	Konkan	Rice
29	31	14	5.8	23.6	57.8	187	Alluvial	Kharif	Konkan	Rice
46	22	33	7.32	22.19	61.98	187	Loamy	Kharif	Nashik	Wheat
15	18	31	7.23	20.98	54.42	187	Loamy	Kharif	Nashik	Wheat
31	31	16	5.72	16.56	66.47	187	Alluvial	Kharif	Konkan	Rice
49	45	10	6.96	19.57	44.91	187	Loamy	Kharif	Nashik	Wheat
33	17	34	6.37	19.29	47.47	187	Alluvial	Kharif	Konkan	Rice
32	38	37	7.38	16.1	62.05	187	Loamy	Kharif	Nashik	Wheat
32	16	41	7.48	24.91	45.3	187	Loamy	Kharif	Nashik	Wheat
38	41	14	6.21	24.81	61.09	187	Alluvial	Kharif	Konkan	Rice
19	30	48	6.07	24.36	54.04	187	Alluvial	Kharif	Konkan	Rice
18	35	34	7.29	21.15	67.13	187	Loamy	Kharif	Nashik	Wheat
22	30	16	6.8	17.98	62.36	187	Loamy	Kharif	Nashik	Wheat
24	18	30	6.48	15.38	59.57	187	Alluvial	Kharif	Konkan	Rice
42	44	37	6.56	17.3	48.47	187	Loamy	Kharif	Nashik	Wheat
40	20	44	6.92	23.12	44.48	187	Loamy	Kharif	Nashik	Wheat
15	16	14	6.95	23.97	66.67	187	Loamy	Kharif	Nashik	Wheat
18	10	45	6.17	23.29	55.07	187	Alluvial	Kharif	Konkan	Rice
20	17	45	7.32	16.53	65.36	187	Loamy	Kharif	Nashik	Wheat
33	10	38	5.59	19.11	51.43	187	Alluvial	Kharif	Konkan	Rice
20	48	19	6.19	23.25	68.53	187	Alluvial	Kharif	Konkan	Rice
11	31	34	6.7	16.51	50.27	187	Loamy	Kharif	Nashik	Wheat
47	35	49	5.6	24.85	47.89	187	Alluvial	Kharif	Konkan	Rice
10	30	20	5.85	15.42	45.08	187	Alluvial	Kharif	Konkan	Rice
31	34	44	5.8	16.93	62.62	187	Alluvial	Kharif	Konkan	Rice
44	38	47	5.78	21.78	66.01	187	Alluvial	Kharif	Konkan	Rice
22	38	28	5.95	16.94	45.4	187	Alluvial	Kharif	Konkan	Rice
45	36	46	7.11	21.83	61.79	187	Loamy	Kharif	Nashik	Wheat
32	29	37	6.45	22.15	60.02	187	Alluvial	Kharif	Konkan	Rice
19	12	31	6.33	23.91	47	187	Alluvial	Kharif	Konkan	Rice
22	38	32	7.13	18.21	62.1	187	Loamy	Kharif	Nashik	Wheat
49	22	25	6.81	24.07	42.7	187	Loamy	Kharif	Nashik	Wheat
26	38	38	6.55	18.71	63.67	187	Loamy	Kharif	Nashik	Wheat
40	14	46	6.56	15.12	45.58	187	Loamy	Kharif	Nashik	Wheat
38	49	22	7.06	23.32	66.62	187	Loamy	Kharif	Nashik	Wheat
35	43	15	5.97	21.98	47.95	187	Alluvial	Kharif	Konkan	Rice
44	24	46	6.38	19.32	61.9	187	Alluvial	Kharif	Konkan	Rice
44	19	28	6.31	15.8	47.72	187	Alluvial	Kharif	Konkan	Rice
34	43	41	6.51	15.62	42.3	187	Loamy	Kharif	Nashik	Wheat
23	37	12	6.31	20.31	42.58	187	Alluvial	Kharif	Konkan	Rice
41	16	21	7.07	23.36	46.34	187	Loamy	Kharif	Nashik	Wheat
21	23	44	6.35	22.27	63.49	187	Alluvial	Kharif	Konkan	Rice
35	45	28	5.8	17.37	41.04	187	Alluvial	Kharif	Konkan	Rice
19	31	34	6.79	23.05	60.72	187	Loamy	Kharif	Nashik	Wheat
22	14	45	7.03	24.55	61.87	187	Loamy	Kharif	Nashik	Wheat
40	23	47	6.09	17.85	46.49	187	Alluvial	Kharif	Konkan	Rice
23	43	14	6.29	23.63	51.7	187	Alluvial	Kharif	Konkan	Rice
22	42	12	6.49	22.5	52.7	187	Alluvial	Kharif	Konkan	Rice
18	15	25	6.19	16.33	66.94	187	Alluvial	Kharif	Konkan	Rice
18	26	14	6.04	19.18	68.35	187	Alluvial	Kharif	Konkan	Rice
38	32	15	6.56	17.39	62.93	187	Loamy	Kharif	Nashik	Wheat
16	37	36	6.33	20.9	42.08	187	Alluvial	Kharif	Konkan	Rice
33	31	13	5.55	22.17	52.92	187	Alluvial	Kharif	Konkan	Rice
31	49	43	7.1	19.88	67.7	187	Loamy	Kharif	Nashik	Wheat
12	48	33	5.99	23.88	48.24	187	Alluvial	Kharif	Konkan	Rice
48	41	10	5.65	18.54	69.42	187	Alluvial	Kharif	Konkan	Rice
15	35	23	7.48	20.29	44.03	187	Loamy	Kharif	Nashik	Wheat
27	37	11	7.23	21.49	68.49	187	Loamy	Kharif	Nashik	Wheat
24	48	36	7.26	17.86	65.24	187	Loamy	Kharif	Nashik	Wheat
30	43	13	7.21	23.55	62.27	187	Loamy	Kharif	Nashik	Wheat
49	27	33	7.11	18.68	46.47	187	Loamy	Kharif	Nashik	Wheat
41	41	20	5.63	15.22	65.06	187	Alluvial	Kharif	Konkan	Rice
24	10	34	6.89	15.42	68.21	187	Loamy	Kharif	Nashik	Wheat
20	34	11	7.13	17.94	54.71	187	Loamy	Kharif	Nashik	Wheat
46	49	39	7.17	19.61	61.67	187	Loamy	Kharif	Nashik	Wheat
26	38	31	6.3	23.45	62.42	187	Alluvial	Kharif	Konkan	Rice
37	21	32	6.83	16.54	62.93	187	Loamy	Kharif	Nashik	Wheat
35	45	23	5.73	23.29	46.75	187	Alluvial	Kharif	Konkan	Rice
19	45	11	6.46	16.76	56.73	187	Alluvial	Kharif	Konkan	Rice
13	22	25	7.4	24.36	43.77	187	Loamy	Kharif	Nashik	Wheat
37	26	14	6.1	20.75	54.83	187	Alluvial	Kharif	Konkan	Rice
21	46	27	5.98	22.43	41.93	187	Alluvial	Kharif	Konkan	Rice
21	44	49	7.26	24.23	42.42	187	Loamy	Kharif	Nashik	Wheat
13	48	43	7.39	15.36	65.9	187	Loamy	Kharif	Nashik	Wheat
49	13	18	7.21	21.62	69.29	187	Loamy	Kharif	Nashik	Wheat
32	39	23	7.3	24.76	45.16	187	Loamy	Kharif	Nashik	Wheat
21	46	22	6.67	20.37	48.14	187	Loamy	Kharif	Nashik	Wheat
20	23	48	6.78	21.03	46.48	187	Loamy	Kharif	Nashik	Wheat
28	34	24	5.7	20.37	53.96	187	Alluvial	Kharif	Konkan	Rice
44	10	16	5.75	24.01	51.89	187	Alluvial	Kharif	Konkan	Rice
16	12	16	6.84	24.81	54.93	187	Loamy	Kharif	Nashik	Wheat
11	25	38	5.57	24.88	50.36	187	Alluvial	Kharif	Konkan	Rice
28	29	32	7.48	22	52.29	187	Loamy	Kharif	Nashik	Wheat
41	35	22	6.31	18.48	65.71	187	Alluvial	Kharif	Konkan	Rice
22	42	16	7.21	17.88	51.07	187	Loamy	Kharif	Nashik	Wheat
38	28	30	6.44	17.45	44	187	Alluvial	Kharif	Konkan	Rice
28	34	20	5.92	15.62	47.07	187	Alluvial	Kharif	Konkan	Rice
35	40	12	5.52	21.52	61.72	187	Alluvial	Kharif	Konkan	Rice
10	43	31	7.37	16.76	65.04	187	Loamy	Kharif	Nashik	Wheat
27	17	33	6.99	23.49	61.06	187	Loamy	Kharif	Nashik	Wheat
15	18	29	5.82	21.25	68.62	187	Alluvial	Kharif	Konkan	Rice
28	21	47	7.45	20.25	54.48	187	Loamy	Kharif	Nashik	Wheat
46	43	21	5.84	19.44	60.82	187	Alluvial	Kharif	Konkan	Rice
17	16	23	6.68	18.47	55.41	187	Loamy	Kharif	Nashik	Wheat
42	18	10	5.7	21.55	65.75	187	Alluvial	Kharif	Konkan	Rice
19	44	26	6.93	23.31	68.57	187	Loamy	Kharif	Nashik	Wheat
25	32	42	6.72	22.53	56.51	187	Loamy	Kharif	Nashik	Wheat
36	12	34	5.78	16.73	64.7	187	Alluvial	Kharif	Konkan	Rice
13	43	24	6.43	17.41	46.78	187	Alluvial	Kharif	Konkan	Rice
44	42	37	7.07	16.8	59.05	187	Loamy	Kharif	Nashik	Wheat
36	16	17	7.12	22.73	52.82	187	Loamy	Kharif	Nashik	Wheat
23	35	31	5.7	20.05	61.91	187	Alluvial	Kharif	Konkan	Rice
45	33	37	6.54	18.37	50.31	187	Loamy	Kharif	Nashik	Wheat
10	31	39	6.33	16.45	48.86	187	Alluvial	Kharif	Konkan	Rice
38	22	25	7.5	15.52	46.69	187	Loamy	Kharif	Nashik	Wheat
49	34	25	7.13	17.65	54.4	187	Loamy	Kharif	Nashik	Wheat
38	26	40	7.03	21.95	56.66	187	Loamy	Kharif	Nashik	Wheat
16	44	47	7.12	18.17	49.62	187	Loamy	Kharif	Nashik	Wheat
46	20	17	6.19	15.52	56.87	187	Alluvial	Kharif	Konkan	Rice
47	25	49	6.38	23.21	44.88	187	Alluvial	Kharif	Konkan	Rice
11	36	11	6.32	22.84	54.22	187	Alluvial	Kharif	Konkan	Rice
21	46	20	7.42	16.48	47.45	187	Loamy	Kharif	Nashik	Wheat
40	49	48	5.6	21.88	46.38	187	Alluvial	Kharif	Konkan	Rice
39	18	40	6.62	23.41	62.46	187	Loamy	Kharif	Nashik	Wheat
17	42	21	7.43	22.94	65.4	187	Loamy	Kharif	Nashik	Wheat
33	13	34	6.74	20.31	63.39	187	Loamy	Kharif	Nashik	Wheat
17	33	45	6.68	22.77	56.42	187	Loamy	Kharif	Nashik	Wheat
21	47	42	6.82	19.91	42.14	187	Loamy	Kharif	Nashik	Wheat
33	19	23	5.86	20.38	59.01	187	Alluvial	Kharif	Konkan	Rice
49	11	23	7.32	22.57	49.08	187	Loamy	Kharif	Nashik	Wheat
20	42	44	6.96	22.38	57.11	187	Loamy	Kharif	Nashik	Wheat
37	34	30	5.98	15.68	43.18	187	Alluvial	Kharif	Konkan	Rice
30	24	30	6.36	22.6	49.17	187	Alluvial	Kharif	Konkan	Rice
23	29	39	6.39	22.68	43.86	187	Alluvial	Kharif	Konkan	Rice
27	25	46	6.67	15.28	54	187	Loamy	Kharif	Nashik	Wheat
31	11	22	6.93	15.66	49.6	187	Loamy	Kharif	Nashik	Wheat
47	46	16	7.45	19.09	67.38	187	Loamy	Kharif	Nashik	Wheat
19	19	38	6.93	21.44	63.87	187	Loamy	Kharif	Nashik	Wheat
42	47	47	6.42	17.1	62.58	187	Alluvial	Kharif	Konkan	Rice
30	11	12	6.89	18.67	49.87	187	Loamy	Kharif	Nashik	Wheat
24	31	28	6.44	19.79	65.54	187	Alluvial	Kharif	Konkan	Rice
15	25	45	5.55	15.65	41.61	187	Alluvial	Kharif	Konkan	Rice
33	43	20	5.72	24.79	66.85	187	Alluvial	Kharif	Konkan	Rice
18	46	15	5.52	16.72	51.41	187	Alluvial	Kharif	Konkan	Rice
44	30	33	5.57	15.74	60.88	187	Alluvial	Kharif	Konkan	Rice
48	39	35	7.22	24.73	67.06	187	Loamy	Kharif	Nashik	Wheat
46	11	16	6.6	19.04	59.08	187	Loamy	Kharif	Nashik	Wheat
20	21	48	5.57	18.37	49.72	187	Alluvial	Kharif	Konkan	Rice
28	40	33	6.58	16.14	59.27	187	Loamy	Kharif	Nashik	Wheat
17	41	12	7.41	19.25	57.83	187	Loamy	Kharif	Nashik	Wheat
24	22	17	6.89	23.28	42.69	187	Loamy	Kharif	Nashik	Wheat
40	13	40	6	15.85	43.5	187	Alluvial	Kharif	Konkan	Rice
24	34	42	6.71	15.18	47.48	187	Loamy	Kharif	Nashik	Wheat
36	17	46	6.58	17.25	65.57	187	Loamy	Kharif	Nashik	Wheat
46	36	11	7.39	20.4	57.2	187	Loamy	Kharif	Nashik	Wheat
19	24	10	7.48	17.41	49.69	187	Loamy	Kharif	Nashik	Wheat
17	36	49	5.59	17.2	40.04	187	Alluvial	Kharif	Konkan	Rice
34	34	16	7.25	17.11	45.55	187	Loamy	Kharif	Nashik	Wheat
36	30	42	7.44	19.77	60.04	187	Loamy	Kharif	Nashik	Wheat
15	38	14	5.97	20.41	58.28	187	Alluvial	Kharif	Konkan	Rice
15	22	11	6.11	24.7	68.49	187	Alluvial	Kharif	Konkan	Rice
14	28	34	7.02	20.07	69.96	187	Loamy	Kharif	Nashik	Wheat
12	46	43	7.11	18.7	63.97	187	Loamy	Kharif	Nashik	Wheat
36	32	42	6.87	18.06	40.46	187	Loamy	Kharif	Nashik	Wheat
26	33	36	6.98	17.02	53.36	187	Loamy	Kharif	Nashik	Wheat
40	48	19	7.46	22.13	60.16	187	Loamy	Kharif	Nashik	Wheat
39	19	36	6.04	23.43	47.98	187	Alluvial	Kharif	Konkan	Rice
14	30	21	6.88	18.72	49.12	187	Loamy	Kharif	Nashik	Wheat
30	23	36	5.91	16.41	57.28	187	Alluvial	Kharif	Konkan	Rice
31	23	11	5.77	22.38	69.12	187	Alluvial	Kharif	Konkan	Rice
29	15	16	5.82	22.33	60.45	187	Alluvial	Kharif	Konkan	Rice
21	14	31	6.05	15.06	57.56	187	Alluvial	Kharif	Konkan	Rice
30	38	13	5.64	20.17	59.8	187	Alluvial	Kharif	Konkan	Rice
38	36	19	6.47	18.33	63.56	187	Alluvial	Kharif	Konkan	Rice
32	34	33	7.18	20.74	49.18	187	Loamy	Kharif	Nashik	Wheat
27	27	20	6.87	15.97	47.94	187	Loamy	Kharif	Nashik	Wheat
43	36	42	7.14	23.59	50.27	187	Loamy	Kharif	Nashik	Wheat
27	26	46	7.22	15.74	67.05	187	Loamy	Kharif	Nashik	Wheat
12	44	13	5.61	18.49	68.12	187	Alluvial	Kharif	Konkan	Rice
19	11	22	7.25	22.64	64.57	187	Loamy	Kharif	Nashik	Wheat
39	39	12	6.2	16.05	40.41	187	Alluvial	Kharif	Konkan	Rice
15	25	34	7.15	20.64	63.79	187	Loamy	Kharif	Nashik	Wheat
10	22	33	6.99	20.3	53.05	187	Loamy	Kharif	Nashik	Wheat
35	46	47	5.57	18.92	54.44	187	Alluvial	Kharif	Konkan	Rice
44	13	17	6.03	15.45	47.58	187	Alluvial	Kharif	Konkan	Rice
38	21	39	6.15	15.66	61.9	187	Alluvial	Kharif	Konkan	Rice
29	44	45	7.26	20.35	48.55	187	Loamy	Kharif	Nashik	Wheat
25	24	43	6.78	23.37	58.68	187	Loamy	Kharif	Nashik	Wheat
21	23	38	6.07	17.33	42.49	187	Alluvial	Kharif	Konkan	Rice
31	35	48	5.74	17.2	50.11	187	Alluvial	Kharif	Konkan	Rice
15	35	20	6.02	17.34	55.72	187	Alluvial	Kharif	Konkan	Rice
48	49	10	6.73	18.81	50.69	187	Loamy	Kharif	Nashik	Wheat
31	13	24	6.11	24.17	55.32	187	Alluvial	Kharif	Konkan	Rice
27	31	43	6.51	16.14	53.02	187	Loamy	Kharif	Nashik	Wheat
47	26	17	5.56	24.1	48.39	187	Alluvial	Kharif	Konkan	Rice
14	45	12	5.91	23.08	67.25	187	Alluvial	Kharif	Konkan	Rice
39	36	40	7.15	18.74	55.38	187	Loamy	Kharif	Nashik	Wheat
29	22	28	5.83	15.9	68.9	187	Alluvial	Kharif	Konkan	Rice
25	42	39	5.75	24.07	68.95	187	Alluvial	Kharif	Konkan	Rice
47	47	15	6.39	15.2	42.5	187	Alluvial	Kharif	Konkan	Rice
18	40	23	7.02	21.5	68.48	187	Loamy	Kharif	Nashik	Wheat
38	19	41	7.23	15.76	59.05	187	Loamy	Kharif	Nashik	Wheat
28	19	42	5.57	24.03	42.02	187	Alluvial	Kharif	Konkan	Rice
39	48	28	7.47	15.77	68.69	187	Loamy	Kharif	Nashik	Wheat
43	12	42	6.82	19.5	51.78	187	Loamy	Kharif	Nashik	Wheat
41	27	24	6.24	24.03	41.55	187	Alluvial	Kharif	Konkan	Rice
30	14	46	6.1	23.65	61.26	187	Alluvial	Kharif	Konkan	Rice
45	44	43	7.21	20.13	44.89	187	Loamy	Kharif	Nashik	Wheat
15	14	47	6.42	22.71	68.46	187	Alluvial	Kharif	Konkan	Rice
10	46	36	6.29	19.78	55.82	187	Alluvial	Kharif	Konkan	Rice
13	44	29	6.61	20.44	60.76	187	Loamy	Kharif	Nashik	Wheat
38	39	21	5.66	22.95	60.1	187	Alluvial	Kharif	Konkan	Rice
32	32	22	6.87	21.5	61.52	187	Loamy	Kharif	Nashik	Wheat
31	25	18	6.86	17.86	41.19	187	Loamy	Kharif	Nashik	Wheat
29	19	47	6.99	18.53	55.41	187	Loamy	Kharif	Nashik	Wheat
37	25	36	7.4	15.57	67.76	187	Loamy	Kharif	Nashik	Wheat
28	33	17	6.49	18.61	44.02	187	Alluvial	Kharif	Konkan	Rice
27	23	34	6.26	23.45	53.82	187	Alluvial	Kharif	Konkan	Rice
32	27	40	5.69	20.1	66.39	187	Alluvial	Kharif	Konkan	Rice
30	49	27	7.36	17.27	62.49	187	Loamy	Kharif	Nashik	Wheat
12	10	29	6.33	15.72	44.44	187	Alluvial	Kharif	Konkan	Rice
23	48	35	7.34	23.11	42.8	187	Loamy	Kharif	Nashik	Wheat
26	28	35	7.39	18.78	68.08	187	Loamy	Kharif	Nashik	Wheat
38	49	16	7.48	17.1	50.29	187	Loamy	Kharif	Nashik	Wheat
28	36	47	7.37	15.71	65.89	187	Loamy	Kharif	Nashik	Wheat
21	34	42	5.62	23.06	56.41	187	Alluvial	Kharif	Konkan	Rice
41	22	33	6.11	18.62	41.01	187	Alluvial	Kharif	Konkan	Rice
